Transaction_ID,Date,Year,Quarter,Month_Year,Month_Name,Bank,Region,Product,Segment,Channel,Currency,Transaction_Value_GBP,Margin_Pct,Revenue_GBP,Operating_Cost_GBP,Net_Revenue_GBP,Status,Risk_Rating,Customer_Age,Credit_Score,Is_Digital,Is_Flagged
TXN1002500,2022-05-09,2022,Q2 2022,May 2022,May,NatWest,London,Business Loan,Wealth Management,ATM,GBP,231781.94,2.88,6675.32,3798.26,2877.06,Flagged,Low,67,453,0,1
TXN1003240,2022-05-09,2022,Q2 2022,May 2022,May,Barclays,Edinburgh,Fixed Term Deposit,Retail,Mobile App,GBP,41687.08,2.41,1004.66,603.8,400.86,Completed,Low,73,305,1,0
TXN1004683,2022-05-09,2022,Q2 2022,May 2022,May,NatWest,Birmingham,Mortgage,Retail,ATM,GBP,358185.78,1.42,5086.24,2894.07,2192.17,Completed,Low,62,672,0,0
TXN1000646,2022-05-10,2022,Q2 2022,May 2022,May,HSBC,Liverpool,Current Account,Retail,Mobile App,GBP,1141.81,1.82,20.78,10.43,10.35,Completed,Medium,28,471,1,0
TXN1001205,2022-05-10,2022,Q2 2022,May 2022,May,HSBC,Leeds,Business Loan,Wealth Management,Telephone,GBP,418473.64,3.06,12805.29,6428.26,6377.03,Completed,Low,20,845,0,0
TXN1000162,2022-05-11,2022,Q2 2022,May 2022,May,NatWest,Glasgow,Savings Account,Retail,Telephone,GBP,27104.06,0.37,100.29,57.07,43.22,Pending,High,48,332,0,0
TXN1000463,2022-05-11,2022,Q2 2022,May 2022,May,HSBC,London,Credit Card,Retail,Telephone,GBP,4090.82,9.49,388.22,194.89,193.33,Completed,Medium,32,364,0,0
TXN1000566,2022-05-11,2022,Q2 2022,May 2022,May,NatWest,Cardiff,Current Account,Private Banking,ATM,GBP,1375.85,1.47,20.22,11.51,8.71,Pending,Low,57,655,0,0
TXN1001272,2022-05-11,2022,Q2 2022,May 2022,May,HSBC,Glasgow,Fixed Term Deposit,Wealth Management,Telephone,GBP,72221.46,2.66,1921.09,964.39,956.7,Completed,Low,49,693,0,0
TXN1003144,2022-05-11,2022,Q2 2022,May 2022,May,Lloyds,Liverpool,Business Loan,Private Banking,Mobile App,GBP,289170.83,4.83,13966.95,8324.3,5642.65,Pending,Medium,38,597,1,0
TXN1003319,2022-05-11,2022,Q2 2022,May 2022,May,HSBC,Leeds,Credit Card,Private Banking,Mobile App,GBP,3085.14,13.92,429.45,215.58,213.87,Completed,Low,41,351,1,0
TXN1003817,2022-05-11,2022,Q2 2022,May 2022,May,Lloyds,Glasgow,Business Loan,Private Banking,Mobile App,GBP,294226.24,3.1,9121.01,5436.12,3684.89,Failed,Low,56,333,1,0
TXN1004389,2022-05-11,2022,Q2 2022,May 2022,May,Santander UK,Sheffield,ISA,Commercial,Branch,GBP,17106.24,1.25,213.83,125.09,88.74,Failed,Low,52,702,0,0
TXN1000014,2022-05-12,2022,Q2 2022,May 2022,May,Barclays,Bristol,Fixed Term Deposit,Private Banking,Branch,GBP,34470.47,2.47,851.42,511.7,339.72,Completed,Low,22,360,0,0
TXN1000780,2022-05-12,2022,Q2 2022,May 2022,May,Lloyds,Liverpool,Personal Loan,Wealth Management,Mobile App,GBP,23020.77,7.5,1726.56,1029.03,697.53,Flagged,Low,44,600,1,1
TXN1002034,2022-05-12,2022,Q2 2022,May 2022,May,Lloyds,London,ISA,Wealth Management,ATM,GBP,1351.78,0.84,11.35,6.76,4.59,Completed,Medium,27,396,0,0
TXN1002892,2022-05-12,2022,Q2 2022,May 2022,May,Lloyds,Liverpool,Mortgage,Retail,ATM,GBP,369576.94,1.35,4989.29,2973.62,2015.67,Failed,Low,23,777,0,0
TXN1003051,2022-05-12,2022,Q2 2022,May 2022,May,Lloyds,Leeds,Fixed Term Deposit,Wealth Management,Telephone,GBP,25721.66,2.89,743.36,443.04,300.32,Pending,Low,41,811,0,0
TXN1003703,2022-05-12,2022,Q2 2022,May 2022,May,Barclays,Liverpool,Credit Card,Retail,Branch,GBP,831.84,10.9,90.67,54.49,36.18,Flagged,Low,44,765,0,1
TXN1001998,2022-05-13,2022,Q2 2022,May 2022,May,Santander UK,Manchester,Credit Card,Commercial,Mobile App,GBP,704.95,14.5,102.22,59.8,42.42,Completed,Low,61,538,1,0
TXN1003239,2022-05-13,2022,Q2 2022,May 2022,May,NatWest,Sheffield,Current Account,Retail,Mobile App,GBP,1675.61,0.69,11.56,6.58,4.98,Completed,Low,44,481,1,0
TXN1001035,2022-05-14,2022,Q2 2022,May 2022,May,Barclays,Birmingham,Mortgage,Wealth Management,Branch,GBP,234465.88,2.05,4806.55,2888.74,1917.81,Completed,Low,38,679,0,0
TXN1002058,2022-05-14,2022,Q2 2022,May 2022,May,HSBC,Cardiff,ISA,Retail,ATM,GBP,12689.69,1.2,152.28,76.44,75.84,Completed,Low,19,536,0,0
TXN1003958,2022-05-14,2022,Q2 2022,May 2022,May,Santander UK,Edinburgh,Current Account,Wealth Management,Branch,GBP,1735.19,0.81,14.06,8.23,5.83,Completed,Low,21,725,0,0
TXN1004547,2022-05-14,2022,Q2 2022,May 2022,May,Lloyds,Edinburgh,Fixed Term Deposit,Commercial,Telephone,GBP,22022.86,1.46,321.53,191.63,129.9,Completed,Low,38,377,0,0
TXN1000264,2022-05-15,2022,Q2 2022,May 2022,May,NatWest,Cardiff,Business Loan,Retail,ATM,GBP,162450.32,4.27,6936.63,3946.94,2989.69,Completed,Medium,74,329,0,0
TXN1000483,2022-05-15,2022,Q2 2022,May 2022,May,Lloyds,Cardiff,Credit Card,Private Banking,ATM,GBP,949.88,20.38,193.59,115.38,78.21,Completed,Low,29,595,0,0
TXN1001329,2022-05-15,2022,Q2 2022,May 2022,May,NatWest,Glasgow,Credit Card,Retail,Mobile App,GBP,1590.16,10.41,165.54,94.19,71.35,Completed,Low,20,604,1,0
TXN1001411,2022-05-15,2022,Q2 2022,May 2022,May,Santander UK,Glasgow,Business Loan,Retail,Online,GBP,33590.8,5.94,1995.29,1167.24,828.05,Completed,Low,31,611,1,0
TXN1003686,2022-05-15,2022,Q2 2022,May 2022,May,NatWest,Glasgow,Current Account,Retail,Online,GBP,2476.02,1.12,27.73,15.78,11.95,Flagged,Low,19,677,1,1
TXN1004422,2022-05-15,2022,Q2 2022,May 2022,May,Lloyds,Glasgow,Personal Loan,Retail,Telephone,GBP,44123.52,3.65,1610.51,959.86,650.65,Completed,Low,43,505,0,0
TXN1004530,2022-05-15,2022,Q2 2022,May 2022,May,HSBC,Glasgow,Mortgage,Commercial,Branch,GBP,218383.02,2.66,5808.99,2916.11,2892.88,Completed,Low,36,545,0,0
TXN1004667,2022-05-15,2022,Q2 2022,May 2022,May,Santander UK,Bristol,Business Loan,Private Banking,Online,GBP,177738.82,3.98,7074.01,4138.3,2935.71,Completed,Medium,48,434,1,0
TXN1004221,2022-05-16,2022,Q2 2022,May 2022,May,Lloyds,Bristol,Fixed Term Deposit,Wealth Management,Branch,GBP,50695.06,2.6,1318.07,785.57,532.5,Completed,Medium,19,315,0,0
TXN1004442,2022-05-16,2022,Q2 2022,May 2022,May,HSBC,Bristol,Business Loan,Wealth Management,Branch,GBP,332279.2,4.85,16115.54,8090.0,8025.54,Completed,Low,61,656,0,0
TXN1001435,2022-05-17,2022,Q2 2022,May 2022,May,HSBC,London,Credit Card,Commercial,ATM,GBP,3104.24,13.49,418.76,210.22,208.54,Completed,Low,73,507,0,0
TXN1002045,2022-05-17,2022,Q2 2022,May 2022,May,HSBC,Edinburgh,Savings Account,Commercial,Mobile App,GBP,31504.58,1.31,412.71,207.18,205.53,Failed,Medium,71,805,1,0
TXN1002427,2022-05-17,2022,Q2 2022,May 2022,May,HSBC,Bristol,Mortgage,Retail,Branch,GBP,341762.44,1.91,6527.66,3276.89,3250.77,Completed,Low,60,591,0,0
TXN1004739,2022-05-17,2022,Q2 2022,May 2022,May,NatWest,Glasgow,Fixed Term Deposit,Private Banking,Mobile App,GBP,16883.55,1.73,292.09,166.2,125.89,Completed,Low,62,635,1,0
TXN1001361,2022-05-18,2022,Q2 2022,May 2022,May,NatWest,Sheffield,Credit Card,Private Banking,Online,GBP,1956.82,9.45,184.92,105.22,79.7,Completed,Low,24,394,1,0
TXN1001369,2022-05-18,2022,Q2 2022,May 2022,May,NatWest,Sheffield,Business Loan,Retail,ATM,GBP,307302.86,3.85,11831.16,6731.93,5099.23,Completed,Low,39,499,0,0
TXN1001950,2022-05-18,2022,Q2 2022,May 2022,May,Santander UK,Bristol,Personal Loan,Wealth Management,Online,GBP,29815.06,5.4,1610.01,941.86,668.15,Completed,Low,41,552,1,0
TXN1002332,2022-05-18,2022,Q2 2022,May 2022,May,HSBC,Glasgow,Current Account,Private Banking,Telephone,GBP,4783.12,1.52,72.7,36.5,36.2,Completed,Low,55,513,0,0
TXN1002622,2022-05-18,2022,Q2 2022,May 2022,May,Barclays,London,Savings Account,Wealth Management,ATM,GBP,32718.66,0.36,117.79,70.79,47.0,Pending,High,49,715,0,0
TXN1002965,2022-05-18,2022,Q2 2022,May 2022,May,Barclays,Cardiff,Savings Account,Private Banking,Mobile App,GBP,12499.83,0.59,73.75,44.32,29.43,Completed,Low,57,827,1,0
TXN1003195,2022-05-18,2022,Q2 2022,May 2022,May,HSBC,Cardiff,Personal Loan,Commercial,ATM,GBP,43473.75,7.35,3195.32,1604.05,1591.27,Completed,Medium,58,430,0,0
TXN1003463,2022-05-18,2022,Q2 2022,May 2022,May,NatWest,Liverpool,Personal Loan,Retail,Telephone,GBP,26419.91,4.32,1141.34,649.42,491.92,Completed,Low,66,840,0,0
TXN1004074,2022-05-18,2022,Q2 2022,May 2022,May,NatWest,Edinburgh,Personal Loan,Retail,Branch,GBP,3909.27,6.52,254.88,145.03,109.85,Completed,Medium,66,386,0,0
TXN1004302,2022-05-18,2022,Q2 2022,May 2022,May,HSBC,Sheffield,Mortgage,Private Banking,Mobile App,GBP,427041.48,1.53,6533.73,3279.93,3253.8,Completed,Low,30,643,1,0
TXN1004881,2022-05-18,2022,Q2 2022,May 2022,May,Santander UK,Cardiff,Personal Loan,Private Banking,Telephone,GBP,2547.21,3.83,97.56,57.07,40.49,Failed,Low,56,399,0,0
TXN1002088,2022-05-19,2022,Q2 2022,May 2022,May,Barclays,Bristol,Business Loan,Retail,ATM,GBP,145350.93,3.07,4462.27,2681.82,1780.45,Completed,Low,64,484,0,0
TXN1002928,2022-05-19,2022,Q2 2022,May 2022,May,HSBC,Liverpool,Current Account,Commercial,ATM,GBP,4304.43,0.84,36.16,18.15,18.01,Completed,Low,29,796,0,0
TXN1000514,2022-05-20,2022,Q2 2022,May 2022,May,Lloyds,Leeds,Mortgage,Retail,Branch,GBP,274160.71,1.24,3399.59,2026.16,1373.43,Completed,Low,38,456,0,0
TXN1001944,2022-05-20,2022,Q2 2022,May 2022,May,Lloyds,London,Personal Loan,Retail,Mobile App,GBP,4001.3,3.78,151.25,90.14,61.11,Completed,Low,42,821,1,0
TXN1003275,2022-05-20,2022,Q2 2022,May 2022,May,NatWest,Liverpool,Fixed Term Deposit,Commercial,ATM,GBP,88056.58,2.36,2078.14,1182.46,895.68,Completed,Low,42,708,0,0
TXN1004015,2022-05-20,2022,Q2 2022,May 2022,May,NatWest,Cardiff,ISA,Wealth Management,Mobile App,GBP,11184.62,0.85,95.07,54.09,40.98,Flagged,Low,33,738,1,1
TXN1004163,2022-05-20,2022,Q2 2022,May 2022,May,Lloyds,Sheffield,ISA,Commercial,Mobile App,EUR,5837.93,1.23,71.81,42.8,29.01,Completed,Low,37,755,1,0
TXN1003859,2022-05-21,2022,Q2 2022,May 2022,May,HSBC,Sheffield,Mortgage,Retail,Telephone,GBP,319639.59,1.75,5593.69,2808.03,2785.66,Pending,Low,61,353,0,0
TXN1000192,2022-05-22,2022,Q2 2022,May 2022,May,Santander UK,Sheffield,Personal Loan,Private Banking,Mobile App,GBP,41129.31,7.08,2911.96,1703.5,1208.46,Completed,Low,58,610,1,0
TXN1003176,2022-05-22,2022,Q2 2022,May 2022,May,HSBC,Liverpool,Personal Loan,Commercial,Branch,GBP,36213.05,6.64,2404.55,1207.08,1197.47,Flagged,High,55,640,0,1
TXN1004716,2022-05-22,2022,Q2 2022,May 2022,May,Barclays,Glasgow,Business Loan,Retail,Online,GBP,452617.63,5.77,26116.04,15695.74,10420.3,Completed,Low,35,501,1,0
TXN1004950,2022-05-22,2022,Q2 2022,May 2022,May,Lloyds,Cardiff,Business Loan,Private Banking,Telephone,GBP,342657.37,3.92,13432.17,8005.57,5426.6,Completed,Low,42,752,0,0
TXN1002294,2022-05-23,2022,Q2 2022,May 2022,May,NatWest,Cardiff,Credit Card,Commercial,ATM,GBP,2189.9,18.03,394.84,224.66,170.18,Completed,Low,66,514,0,0
TXN1003266,2022-05-23,2022,Q2 2022,May 2022,May,HSBC,Edinburgh,Savings Account,Commercial,Mobile App,GBP,28417.86,1.37,389.32,195.44,193.88,Completed,Low,30,741,1,0
TXN1003805,2022-05-23,2022,Q2 2022,May 2022,May,HSBC,Bristol,ISA,Wealth Management,Mobile App,GBP,12311.62,1.39,171.13,85.91,85.22,Completed,Medium,46,489,1,0
TXN1004434,2022-05-23,2022,Q2 2022,May 2022,May,Lloyds,Cardiff,ISA,Wealth Management,Mobile App,GBP,8133.86,1.77,143.97,85.81,58.16,Flagged,Low,67,723,1,1
TXN1000457,2022-05-24,2022,Q2 2022,May 2022,May,Lloyds,Cardiff,Fixed Term Deposit,Private Banking,Telephone,GBP,54472.74,1.01,550.17,327.9,222.27,Flagged,Medium,48,424,0,1
TXN1001616,2022-05-24,2022,Q2 2022,May 2022,May,Santander UK,Liverpool,Mortgage,Retail,ATM,GBP,273596.3,2.3,6292.71,3681.24,2611.47,Failed,Low,68,667,0,0
TXN1002278,2022-05-24,2022,Q2 2022,May 2022,May,Santander UK,Leeds,ISA,Wealth Management,Mobile App,GBP,12315.21,0.66,81.28,47.55,33.73,Completed,High,53,439,1,0
TXN1002365,2022-05-24,2022,Q2 2022,May 2022,May,NatWest,Sheffield,Personal Loan,Private Banking,Mobile App,GBP,49078.23,5.34,2620.78,1491.22,1129.56,Pending,Low,26,545,1,0
TXN1002867,2022-05-24,2022,Q2 2022,May 2022,May,HSBC,Leeds,Personal Loan,Retail,Online,GBP,16254.98,6.45,1048.45,526.32,522.13,Completed,Low,19,775,1,0
TXN1001400,2022-05-25,2022,Q2 2022,May 2022,May,Santander UK,Sheffield,Personal Loan,Wealth Management,ATM,GBP,2740.56,5.0,137.03,80.16,56.87,Completed,Low,60,712,0,0
TXN1001414,2022-05-25,2022,Q2 2022,May 2022,May,Santander UK,Glasgow,Business Loan,Commercial,Branch,GBP,26296.26,3.93,1033.44,604.56,428.88,Completed,Medium,18,319,0,0
TXN1002275,2022-05-25,2022,Q2 2022,May 2022,May,Lloyds,London,Savings Account,Wealth Management,Telephone,GBP,42319.79,0.85,359.72,214.39,145.33,Completed,Low,67,826,0,0
TXN1003533,2022-05-25,2022,Q2 2022,May 2022,May,NatWest,Birmingham,Mortgage,Retail,Online,GBP,77636.36,2.57,1995.25,1135.3,859.95,Completed,Low,54,474,1,0
TXN1000378,2022-05-26,2022,Q2 2022,May 2022,May,Lloyds,Cardiff,Credit Card,Retail,Mobile App,GBP,75.3,20.89,15.73,9.38,6.35,Completed,Medium,71,381,1,0
TXN1000659,2022-05-26,2022,Q2 2022,May 2022,May,Lloyds,Liverpool,ISA,Wealth Management,Telephone,GBP,8471.36,0.55,46.59,27.77,18.82,Failed,Low,54,466,0,0
TXN1001646,2022-05-26,2022,Q2 2022,May 2022,May,NatWest,Bristol,Personal Loan,Retail,Online,GBP,19475.79,6.74,1312.67,746.91,565.76,Completed,Low,42,597,1,0
TXN1002341,2022-05-26,2022,Q2 2022,May 2022,May,Lloyds,Glasgow,Mortgage,Commercial,Telephone,GBP,368349.69,2.41,8877.23,5290.83,3586.4,Completed,Low,18,649,0,0
TXN1001749,2022-05-27,2022,Q2 2022,May 2022,May,Santander UK,London,Fixed Term Deposit,Private Banking,Mobile App,GBP,78856.33,2.57,2026.61,1185.57,841.04,Flagged,Low,72,665,1,1
TXN1004505,2022-05-27,2022,Q2 2022,May 2022,May,Santander UK,Liverpool,Personal Loan,Retail,Mobile App,GBP,1386.12,5.46,75.68,44.27,31.41,Completed,Low,61,432,1,0
TXN1002319,2022-05-28,2022,Q2 2022,May 2022,May,Barclays,Leeds,Fixed Term Deposit,Wealth Management,Telephone,GBP,38463.25,2.32,892.35,536.3,356.05,Flagged,Low,37,339,0,1
TXN1002987,2022-05-28,2022,Q2 2022,May 2022,May,NatWest,Sheffield,Current Account,Commercial,Mobile App,GBP,2011.52,1.98,39.83,22.66,17.17,Completed,Low,50,616,1,0
TXN1004698,2022-05-28,2022,Q2 2022,May 2022,May,NatWest,Glasgow,Mortgage,Retail,Mobile App,GBP,453519.47,2.62,11882.21,6760.98,5121.23,Completed,Low,23,533,1,0
TXN1004887,2022-05-28,2022,Q2 2022,May 2022,May,HSBC,Edinburgh,Personal Loan,Wealth Management,Mobile App,GBP,36389.43,6.74,2452.65,1231.23,1221.42,Completed,Low,44,373,1,0
TXN1000343,2022-05-29,2022,Q2 2022,May 2022,May,Lloyds,Edinburgh,Mortgage,Private Banking,ATM,GBP,276426.12,1.74,4809.81,2866.65,1943.16,Completed,Low,34,850,0,0
TXN1003067,2022-05-29,2022,Q2 2022,May 2022,May,HSBC,Edinburgh,Fixed Term Deposit,Private Banking,Mobile App,GBP,78759.53,3.29,2591.19,1300.78,1290.41,Completed,Low,54,831,1,0
TXN1000036,2022-05-30,2022,Q2 2022,May 2022,May,HSBC,London,Personal Loan,Private Banking,ATM,GBP,23315.39,7.49,1746.32,876.65,869.67,Completed,Low,42,806,0,0
TXN1000136,2022-05-30,2022,Q2 2022,May 2022,May,Lloyds,Edinburgh,Fixed Term Deposit,Commercial,Telephone,GBP,69172.74,1.4,968.42,577.18,391.24,Completed,Low,39,447,0,0
TXN1002227,2022-05-30,2022,Q2 2022,May 2022,May,HSBC,Birmingham,Current Account,Retail,Telephone,GBP,1597.67,0.93,14.86,7.46,7.4,Completed,Low,60,694,0,0
TXN1002528,2022-05-30,2022,Q2 2022,May 2022,May,HSBC,Edinburgh,Savings Account,Private Banking,Mobile App,EUR,29282.73,0.56,163.98,82.32,81.66,Pending,Low,53,604,1,0
TXN1003110,2022-05-30,2022,Q2 2022,May 2022,May,Lloyds,Birmingham,Credit Card,Wealth Management,ATM,GBP,1014.26,14.85,150.62,89.77,60.85,Completed,Low,73,712,0,0
TXN1000312,2022-05-31,2022,Q2 2022,May 2022,May,NatWest,Birmingham,Current Account,Private Banking,Mobile App,GBP,318.63,1.69,5.38,3.06,2.32,Completed,Low,32,564,1,0
TXN1000472,2022-05-31,2022,Q2 2022,May 2022,May,HSBC,Leeds,ISA,Commercial,Telephone,GBP,9684.31,1.13,109.43,54.93,54.5,Pending,Low,57,765,0,0
TXN1002289,2022-05-31,2022,Q2 2022,May 2022,May,HSBC,Birmingham,Credit Card,Private Banking,Mobile App,GBP,331.31,17.46,57.85,29.04,28.81,Flagged,High,47,312,1,1
TXN1000132,2022-06-01,2022,Q2 2022,Jun 2022,June,HSBC,Liverpool,Fixed Term Deposit,Private Banking,Telephone,GBP,13407.35,1.79,239.99,120.47,119.52,Completed,Low,51,652,0,0
TXN1000739,2022-06-01,2022,Q2 2022,Jun 2022,June,Barclays,London,ISA,Wealth Management,Branch,GBP,9798.12,1.27,124.44,74.79,49.65,Completed,Low,27,380,0,0
TXN1001565,2022-06-01,2022,Q2 2022,Jun 2022,June,HSBC,Manchester,Fixed Term Deposit,Private Banking,ATM,GBP,82180.17,1.75,1438.15,721.95,716.2,Completed,Low,73,762,0,0
TXN1002654,2022-06-01,2022,Q2 2022,Jun 2022,June,Lloyds,Cardiff,ISA,Private Banking,Mobile App,GBP,13975.12,0.69,96.43,57.47,38.96,Completed,Medium,25,553,1,0
TXN1000305,2022-06-02,2022,Q2 2022,Jun 2022,June,NatWest,Leeds,Credit Card,Private Banking,Online,EUR,943.01,10.43,98.36,55.97,42.39,Completed,Low,45,585,1,0
TXN1002226,2022-06-02,2022,Q2 2022,Jun 2022,June,Barclays,London,ISA,Retail,Telephone,GBP,13591.34,1.63,221.54,133.15,88.39,Completed,Medium,63,742,0,0
TXN1003305,2022-06-02,2022,Q2 2022,Jun 2022,June,HSBC,Edinburgh,Savings Account,Retail,Telephone,GBP,1186.98,1.02,12.11,6.08,6.03,Completed,Low,29,820,0,0
TXN1003427,2022-06-02,2022,Q2 2022,Jun 2022,June,Barclays,London,Personal Loan,Retail,Telephone,GBP,9508.07,5.8,551.47,331.43,220.04,Completed,Low,32,636,0,0
TXN1003719,2022-06-02,2022,Q2 2022,Jun 2022,June,NatWest,Manchester,Credit Card,Commercial,Online,GBP,2162.59,13.69,296.06,168.46,127.6,Pending,Medium,48,614,1,0
TXN1000251,2022-06-03,2022,Q2 2022,Jun 2022,June,Santander UK,Manchester,Business Loan,Commercial,Telephone,GBP,278052.67,5.64,15682.17,9174.07,6508.1,Completed,Low,57,794,0,0
TXN1000783,2022-06-03,2022,Q2 2022,Jun 2022,June,Barclays,Leeds,Personal Loan,Retail,ATM,GBP,29123.47,6.41,1866.81,1121.95,744.86,Completed,Low,70,627,0,0
TXN1002191,2022-06-03,2022,Q2 2022,Jun 2022,June,HSBC,Glasgow,Mortgage,Commercial,Branch,GBP,462673.93,1.25,5783.42,2903.28,2880.14,Pending,Low,63,633,0,0
TXN1003366,2022-06-03,2022,Q2 2022,Jun 2022,June,Lloyds,Liverpool,Savings Account,Commercial,ATM,GBP,27994.14,1.36,380.72,226.91,153.81,Completed,Medium,45,507,0,0
TXN1003653,2022-06-03,2022,Q2 2022,Jun 2022,June,Santander UK,Edinburgh,Personal Loan,Private Banking,Mobile App,GBP,22737.13,4.23,961.78,562.64,399.14,Completed,Low,49,785,1,0
TXN1001595,2022-06-04,2022,Q2 2022,Jun 2022,June,HSBC,Cardiff,ISA,Retail,ATM,GBP,13274.18,1.14,151.33,75.97,75.36,Completed,Low,70,559,0,0
TXN1001720,2022-06-04,2022,Q2 2022,Jun 2022,June,Lloyds,Cardiff,Credit Card,Commercial,Branch,GBP,2334.88,15.54,362.84,216.25,146.59,Completed,Low,18,695,0,0
TXN1002199,2022-06-04,2022,Q2 2022,Jun 2022,June,Barclays,Glasgow,Mortgage,Commercial,Online,GBP,170550.99,2.26,3854.45,2316.52,1537.93,Completed,Low,57,771,1,0
TXN1003363,2022-06-04,2022,Q2 2022,Jun 2022,June,Lloyds,Cardiff,Current Account,Wealth Management,Online,GBP,4000.57,1.56,62.41,37.2,25.21,Completed,Low,60,699,1,0
TXN1004549,2022-06-04,2022,Q2 2022,Jun 2022,June,Santander UK,Edinburgh,Current Account,Retail,Telephone,GBP,4017.79,1.48,59.46,34.78,24.68,Completed,Low,19,525,0,0
TXN1004615,2022-06-04,2022,Q2 2022,Jun 2022,June,HSBC,Cardiff,Personal Loan,Retail,ATM,GBP,38471.98,4.43,1704.31,855.56,848.75,Completed,Low,38,342,0,0
TXN1000453,2022-06-05,2022,Q2 2022,Jun 2022,June,Santander UK,Birmingham,Credit Card,Wealth Management,Telephone,GBP,3197.51,20.92,668.92,391.32,277.6,Completed,Low,75,631,0,0
TXN1001679,2022-06-05,2022,Q2 2022,Jun 2022,June,Santander UK,Bristol,Savings Account,Commercial,Online,GBP,35179.23,0.42,147.75,86.43,61.32,Completed,Low,26,733,1,0
TXN1004663,2022-06-05,2022,Q2 2022,Jun 2022,June,NatWest,Bristol,Fixed Term Deposit,Private Banking,Telephone,GBP,47629.82,2.36,1124.06,639.59,484.47,Completed,Low,72,398,0,0
TXN1001215,2022-06-06,2022,Q2 2022,Jun 2022,June,Lloyds,Birmingham,Fixed Term Deposit,Wealth Management,Telephone,GBP,15907.15,3.06,486.76,290.11,196.65,Completed,Low,20,621,0,0
TXN1002086,2022-06-06,2022,Q2 2022,Jun 2022,June,NatWest,Bristol,Personal Loan,Private Banking,Mobile App,GBP,16285.99,4.88,794.76,452.22,342.54,Completed,Medium,50,718,1,0
TXN1004239,2022-06-06,2022,Q2 2022,Jun 2022,June,Barclays,Liverpool,ISA,Private Banking,Branch,GBP,10460.81,0.65,68.0,40.87,27.13,Completed,Low,39,462,0,0
TXN1004813,2022-06-06,2022,Q2 2022,Jun 2022,June,Barclays,Edinburgh,Business Loan,Private Banking,Branch,GBP,336826.98,4.88,16437.16,9878.73,6558.43,Completed,Low,72,375,0,0
TXN1000524,2022-06-07,2022,Q2 2022,Jun 2022,June,Barclays,Glasgow,Fixed Term Deposit,Private Banking,Online,GBP,65502.14,1.75,1146.29,688.92,457.37,Pending,Low,52,620,1,0
TXN1002021,2022-06-07,2022,Q2 2022,Jun 2022,June,Barclays,Leeds,Mortgage,Retail,ATM,GBP,446667.73,2.28,10184.02,6120.6,4063.42,Completed,Low,58,720,0,0
TXN1002999,2022-06-07,2022,Q2 2022,Jun 2022,June,Santander UK,Liverpool,Savings Account,Private Banking,Mobile App,GBP,16060.2,1.43,229.66,134.35,95.31,Pending,Low,39,554,1,0
TXN1003869,2022-06-07,2022,Q2 2022,Jun 2022,June,Santander UK,Edinburgh,Business Loan,Commercial,Branch,GBP,184274.62,5.36,9877.12,5778.12,4099.0,Completed,Low,67,774,0,0
TXN1000039,2022-06-08,2022,Q2 2022,Jun 2022,June,Barclays,Leeds,Credit Card,Private Banking,Online,GBP,3570.59,11.28,402.76,242.06,160.7,Completed,Medium,23,441,1,0
TXN1000385,2022-06-08,2022,Q2 2022,Jun 2022,June,HSBC,Edinburgh,Savings Account,Private Banking,ATM,GBP,36206.67,1.25,452.58,227.2,225.38,Completed,Medium,62,397,0,0
TXN1000602,2022-06-08,2022,Q2 2022,Jun 2022,June,Santander UK,Birmingham,ISA,Private Banking,Telephone,GBP,11003.66,1.66,182.66,106.86,75.8,Pending,Low,25,661,0,0
TXN1000743,2022-06-08,2022,Q2 2022,Jun 2022,June,Lloyds,Leeds,ISA,Commercial,ATM,GBP,16422.9,1.11,182.29,108.64,73.65,Completed,Low,70,689,0,0
TXN1001664,2022-06-08,2022,Q2 2022,Jun 2022,June,Santander UK,Edinburgh,Mortgage,Private Banking,Mobile App,GBP,77247.51,2.07,1599.02,935.43,663.59,Pending,Low,74,319,1,0
TXN1002642,2022-06-08,2022,Q2 2022,Jun 2022,June,Barclays,Bristol,Personal Loan,Wealth Management,ATM,GBP,5936.53,4.96,294.45,176.96,117.49,Completed,Medium,37,769,0,0
TXN1004814,2022-06-08,2022,Q2 2022,Jun 2022,June,Barclays,Manchester,Savings Account,Wealth Management,Branch,GBP,43186.37,1.46,630.52,378.94,251.58,Completed,Medium,56,435,0,0
TXN1000248,2022-06-09,2022,Q2 2022,Jun 2022,June,HSBC,Bristol,Personal Loan,Retail,Telephone,GBP,12661.8,7.92,1002.81,503.41,499.4,Completed,Medium,23,643,0,0
TXN1000744,2022-06-09,2022,Q2 2022,Jun 2022,June,HSBC,Bristol,ISA,Commercial,Mobile App,GBP,7572.68,1.51,114.35,57.4,56.95,Completed,Low,28,409,1,0
TXN1001672,2022-06-09,2022,Q2 2022,Jun 2022,June,Lloyds,Manchester,Mortgage,Retail,Online,GBP,456853.26,2.44,11147.22,6643.74,4503.48,Failed,Medium,33,333,1,0
TXN1001701,2022-06-09,2022,Q2 2022,Jun 2022,June,Barclays,Leeds,Fixed Term Deposit,Wealth Management,Mobile App,GBP,77089.66,1.42,1094.67,657.9,436.77,Completed,Low,39,501,1,0
TXN1001842,2022-06-09,2022,Q2 2022,Jun 2022,June,Barclays,Glasgow,ISA,Private Banking,Telephone,GBP,529.17,1.8,9.53,5.73,3.8,Completed,Medium,35,478,0,0
